Tanggal,Resi Retur,DN,Resi Original,SKU,IMEI,Sloc,Doc Sanggahan,Update Case,KETERANGAN,Doc Handover,NO HO,Link Video Sanggahan,Status,Nama Packer,Status Print,Tgl & Jam Packing,catatan
,,4177227651,TG3568640550,X1302-GRY-256/8,000359768172077983,1655,,done satu.box rusak,,HO-20260515-75266,267,D06_20260515133129.mp4,done,Nando,Success,2026-05-15 13:31:18,
,,4177230276,TG3566021352,X1302-GRY-256/8,000359768172076043,1655,,done satu.box rusak,,HO-20260515-75266,227,D04_20260515141023.mp4,done,Kholis,Success,2026-05-15 14:10:10,
,,4177230786,TG3563302650,X1302-GRY-256/8,000359768172108861,1655,,box rusak,,HO-20260515-75266,255,D04_20260515142743.mp4,done,Kholis,Success,2026-05-15 14:27:34,
,,4177230404,TG3560721052,X1302-GRY-256/8,000359768172101452,1655,,box rusak,,HO-20260515-75266,258,D04_20260515141225.mp4,done,Kholis,Success,2026-05-15 14:11:57,
,,4177226919,TG3566679849,X6887-TNM-256/8,000357059530416663,1655,,done satu.tidak segel,,HO-20260513-70382,357,D01_20260513150637.mp4,done,Amirulloh,Success,2026-05-13 15:06:29,
,,4177219241,TG3566295242,X6840-BLK-64/4,000350824174898709,1655,,done satu.box hp oppo,,,50,D04_20260509105424.mp4,done,Amirulloh,Success,2026-05-21 18:13:21,
,,4177220949,TG3564185344,X6878-BLU-256/8,000358731151751870,1655,,done satu.box kosong,,HO-20260511-F24F3,294,D06_20260511115539.mp4,done,Nando,Success,2026-05-11 11:54:44,
,,4177233497,TG3569954255,X6840-BLK-64/4,000355085170988390,1655,,done satu.isi batu,,HO-20260518-98329,48,D02_20260518115216.mp4,done,Krisna Maulana,Success,2026-05-18 11:52:07,
,,4177216729,TG3567542144,X6887-TNM-256/8,000357059530357529,1655,,done satu.Isi biskuit,,,92,D06_20260507103706.mp4,done,Amirulloh,Success,2026-05-21 18:14:13,
,,4177221843,TG3568245847,X6887-BLK-256/8,000357059530504229,1655,,done satu.isi tissu,,HO-20260511-F24F3,60,D03_20260511113133.mp4,done,Lukman Hakim,Success,2026-05-11 11:28:31,
,,4177227938,TG3569360751,X6879-BLK-256/8,000358541740224937,1655,,done submit.,,HO-20260515-75266,88,D03_20260515140945.mp4,done,Krisna Maulana,Success,2026-05-15 14:06:39,
,,4177223217,TG3560426549,X6879-BLK-256/8,000358541740188868,1655,,done satu.isi hp poco,,HO-20260511-C30F5,1,D02_20260511204419.mp4,done,Krisna Maulana,Success,2026-05-11 20:40:55,
,,4177222295,JX9342759460,X6876-GRN-256/8,000351071950536850,1655,,done satu.box kosong,,HO-20260511-3F546,104,D02_20260511093742.mp4,done,Krisna Maulana,Success,2026-05-11 09:37:35,
,,4177227026,JX9374754615,X1302-GRY-256/8,000359768172013939,1655,,done satu.box rusak,,HO-20260513-473BE,98,D03_20260513103211.mp4,done,Lukman Hakim,Success,2026-05-13 10:31:57,
,,4177227089,TG3569269443,X1302-GRY-256/8,000359768172081332,1655,,done satu.box rusak,,HO-20260513-70382,487,D01_20260513151825.mp4,done,Amirulloh,Success,2026-05-13 15:18:13,
,,4177223233,JX9353747644,X1302-GRY-256/8,000359768172044488,1655,,done satu.box rusak,,HO-20260511-963EC,8,D03_20260511183525.mp4,done,Lukman Hakim,Success,2026-05-11 18:35:27,
,,4177220988,TG3565376644,X1201-BLU-128/8,000353587830282579,1655,,done daily.bad unit tdk segel,,HO-20260511-F24F3,188,D06_20260511132049.mp4,done,Nando,Success,2026-05-11 13:19:01,
,,4177218241,JX9320473933,X6840-TNM-64/4,000350824174981323,1655,,done satu.isi batu,,,36,D04_20260508100617.mp4,done,Krisna Maulana,Success,2026-05-08 09:18:28,
,,4177218279,JX9326968228,X6887-BLK-256/8,000357059531096811,1655,,3,,,48,D06_20260508105118.mp4,done,Krisna Maulana,Success,2026-05-08 10:12:26,
,,4177227096,TG3567329643,X6879-BWN-256/8,000358541740459459,1655,,done satu.pecahan keramik,,HO-20260513-70382,462,D01_20260513144638.mp4,done,Amirulloh,Success,2026-05-13 14:46:23,
,,4177232365,TG3562553355,X6878-ORG-256/8,000358731151357389,1655,,done satu.isi sampah,,HO-20260516-430C5,156,p TG3562553355.mp4,done,Birul,Success,2026-05-16 11:18:33,
,,4177222811,TG3561357342,X6887-GRN-256/8,000357059530224968,1655,,done satu.isi sabun pepaya,,HO-20260511-F24F3,37,p TG3561357342.mp4,done,Birul,Success,2026-05-11 11:45:15,
,,4177231708,JX9392602674,X6887-TNM-256/8,000357059530358352,1655,,dpne satu.isi pasta gigi closed up,,HO-20260516-CA025,100,p JX9392602674.mp4,done,Nando,Success,2026-05-16 10:35:27,
,,4177225103,JX9363197510,X6887-TNM-256/8,000357059530354831,1655,,done satu.TDK SEGEL,,HO-20260512-AD028,74,p JX9363197510.mp4,done,Kholis,Success,2026-05-12 10:57:04,
,,4177227103,JX9375865721,X6879-BLK-256/8,000358541740206447,1655,,done satu.TDK SEGEL,,HO-20260513-473BE,37,p JX9375865721.mp4,done,Lukman Hakim,Success,2026-05-13 10:46:26,
,,4177231324,JX9392406464,X6840-BLK-64/4,000350824174903251,1655,,done satu.TDK SEGEL,,HO-20260516-CA025,159,p JX9392406464.mp4,done,Krisna Maulana,Success,2026-05-16 09:51:54,
,,4177226732,JX9375762200,X1302-GRY-256/8,000359768172065921,1655,,"done satu, box rusak",,HO-20260513-473BE,96,p JX9375762200.mp4,done,Lukman Hakim,Success,2026-05-13 09:42:48,
,,4177228754,JX9375924899,X1302-GRY-256/8,000359768172034356,1655,,"done satu, box rusak",,HO-20260515-5BC9B,212,p JX9375924899.mp4,done,Lukman Hakim,Success,2026-05-15 10:24:28,
,,4177209726,JX9298553806,X1302-GRY-256/8,000359768172110990,1655,,"done daily, box rusak",,,224,p JX9298553806.mp4,done,Krisna Maulana,Success,2026-05-05 10:15:35,
,,4177240651,JX9449012850,X6840-TNM-128/4,000355085170302139,1655,,"done satu, box rusak",,HO-20260521-2B762,13,p JX9449012850.mp4,done,Lukman Hakim,Success,2026-05-21 09:36:23,
,,4177239478,JX9443526017,X6840-BLK-256/4,000350824174062207,1655,,"done satu, box rusak",,HO-20260521-2B762,47,JX9443526017.mp4,done,Krisna Maulana,Success,2026-05-21 14:03:08,
,,4177239939,JX9443577734,X6840-BLK-256/4,000350824174061720,1655,,"done satu, box rusak",,HO-20260521-2B762,61, JX9443577734.mp4,done,Lukman Hakim,Success,2026-05-21 10:09:28,
,,4177239344,JX9440551514,X6840-BLK-64/4,000350824174903657,1655,,"done daily, box rusak",,HO-20260521-2B762,134,JX9440551514.mp4,done,Amirulloh,Success,2026-05-21 14:17:28,
,,4177239403,JX9445435814,X6840-ORG-128/4,000355085171647896,1655,,"done daily, box rusak",,HO-20260521-2B762,85,JX9445435814.mp4,done,Krisna Maulana,Success,2026-05-21 09:25:19,
,,4177230541,TG3566161556,X6840-TNM-256/4,000350824174154962,1655,,done satu.BOX KOSONG,,HO-20260516-430C5,362,TG3566161556.mp4,done,Kholis,Success,2026-05-16 13:20:30,
,,4177227318,TG3569069147,X6879-BWN-256/8,000358541740493037,1655,,done submit. Isi sunlight,,HO-20260513-70382,441,p TG3569069147.mp4,done,Krisna Maulana,Success,2026-05-13 15:25:07,
,,4177234658,JX9418507303,X6840-BLK-64/4,000355085171201967,1655,,done daily. (Box Rusak),,HO-20260518-8EBCA,88,P JX9418507303.mp4,done,Nando,Success,2026-05-18 11:29:49,
,,4177234920,JX9412117026,X6840-BLK-64/4,000355085171275425,1655,,done daily. (Box Rusak),,HO-20260518-8EBCA,31,P JX9412117026.mp4,done,Kholis,Success,2026-05-18 11:22:29,
,,4177230017,JX9386235476,X1302-GRY-256/8,000359768172020736,1655,,done daily. (Box Rusak),,HO-20260515-5BC9B,203,P JX9386235476.mp4,done,Lukman Hakim,Success,2026-05-15 10:19:42,
,,4177232051,JX9395629173,X1302-GRY-256/8,000359768172060831,1655,,done daily. (Box Rusak),,HO-20260516-CA025,133,P JX9395629173.mp4,done,Lukman Hakim,Success,2026-05-16 10:23:06,
,,4177230571,TG3567172457,X1302-GRY-256/8,000359768172110289,1655,,done daily. (Box Rusak),,HO-20260516-430C5,88,P TG3567172457.mp4,done,Lukman Hakim,Success,2026-05-16 11:46:53,
,,4177242061,TG3562949454,X6840-BLK-64/4,000350824174906452,1655,,done submit. (Isi Tidak Sesuai),,HO-20260522-5BDEA,120,p TG3562949454.mp4,done,Kholis,Success,2026-05-22 11:05:27,
,,4177239057,TG3568418556,X6878-BLU-256/8,000358731151750484,1655,,done submit. (Isi Tidak Sesuai),,HO-20260520-16079,163,p TG3568418556.mp4,done,Birul,Success,2026-05-20 15:04:09,
,,4177227832,TG3567160851,X6887-GRN-256/8,000357059530113815,1655,,done submit. (Isi Tidak Sesuai),,HO-20260515-75266,52,p TG3567160851.mp4,done,Kholis,Success,2026-05-15 11:33:34,
,,4177243783,TG3565140969,X6840-TNM-64/4,000355085172805402,1655,,done submit. (Box Rusak),,HO-20260523-CE3CC,148,p TG3565140969.mp4,done,Nando,Success,2026-05-23 10:17:29,
,,4177231858,TG3562822354,X6840-TNM-64/4,000350824172139189,1655,,done submit. (Box Rusak),,HO-20260516-430C5,366,p TG3562822354.mp4,done,Kholis,Success,2026-05-16 13:29:34,
,,4177228437,TG3564820052,X1302-GRY-256/8,000359768172106816,1655,,done satu. (Box Rusak),,HO-20260515-75266,265,p TG3564820052.mp4,done,Kholis,Success,2026-05-15 13:28:57,
,,4177234045,JX9403725378,X6840-BLU-128/4,000350824172609942,1655,,done satu. (Box Rusak),,HO-20260518-8EBCA,337,p JX9403725378.mp4,done,Lukman Hakim,Success,2026-05-18 09:44:42,
,,4177238917,TG3564478553,X6840-TNM-128/4,000355085170380788,1655,,done submit. box rusak,,HO-20260520-16079,30,p TG3564478553.mp4,done,Lukman Hakim,Success,2026-05-20 13:25:51,
,,4177244407,TG3567601265,X6840-TNM-64/4,000355085172628036,1655,,done submit. bad unit tdk segel,,HO-20260525-82F4E,196,D03_20260525093008.mp4,done,Lukman Hakim,Success,2026-05-25 09:30:02,
,,4177243469,TG3561751966,X6887-TNM-256/8,000357059530356315,1655,,done submit. isi dus wireless,,HO-20260523-CE3CC,57,D02_20260523131513.mp4,done,Krisna Maulana,Success,2026-05-23 13:15:03,
,,4177249476,TG3565155667,X6895-BLK-128/4,000358103260250360,1655,,done submite. isi lampu,,HO-20260526-DF373,161,D03_20260526150750.mp4,done,Lukman Hakim,Success,2026-05-26 15:07:47,
,,4177248903,JX9490313216,PB9Y0009ID,000356874550724114,1655,,done submite. maizena,,HO-20260526-01F1F,325,D07_20260526093606.mp4,done,Birul,Success,2026-05-26 09:33:53,
,,4177244217,JX9469389490,X6840-TNM-64/4,000350824174999663,1655,,done submite. isi box kosong,,HO-20260525-5BD92,77,D06_20260525105709.mp4,done,Nando,Success,2026-05-25 10:56:14,
,,4177237598,CM27347110600,PB950002ID,000358899151077719,1655,,done submit,,HO-20260519-C70AD,325,D01_20260519144209.mp4,done,Amirulloh,Success,2026-05-19 14:41:57,
,,4177247030,TG3569234866,X6895-BLK-128/4,000358103260205653,1655,,done daily. resi diterima,,HO-20260526-DF373,234,D03_20260526143423.mp4,done,Lukman Hakim,Success,2026-05-26 14:34:19,
,,4177240890,JX9446664587,X6879-GLD-256/8,000358541740465837,1655,,done. box rusak,,HO-20260521-2B762,12,D01_20260521133708.mp4,done,Amirulloh,Success,2026-05-21 13:36:29,
,,4177239993,JX9447778335,X6840-BLK-256/4,000350824174060573,1655,,done submit. (Isi Tidak Sesuai),,HO-20260521-2B762,9,p JX9447778335.mp4,done,Lukman Hakim,Success,2026-05-21 10:11:08,
,,4177234632,JX9418225208,X6887-BLK-256/8,000357059531096340,1655,,done. (Isi Tidak Sesuai),,HO-20260518-8EBCA,244,p JX9418225208.mp4,done,Lukman Hakim,Success,2026-05-18 11:12:19,
,,4177253483,TG3562296067,X1302-GRY-256/8,000359768172101155,1655,,done daily.box rusak,,HO-20260528-3767F,1026,p TG3562296067.mp4,done,Amirulloh,Success,2026-05-28 15:46:53,
,,4177248626,JX9494611316,X1302-GRY-256/8,000359768172083718,1655,,done daily.box rusak,,HO-20260526-01F1F,383,JX9494611316.mp4,done,Lukman Hakim,Success,2026-05-26 11:05:06,
,,4177253132,TG3568425965,X1302-GRY-256/8,000359768172086141,1655,,done daily.box rusak,,HO-20260528-3767F,1048,p TG3568425965.mp4,done,Lukman Hakim,Success,2026-05-28 15:51:15,
,,4177252073,TG3566416864,X6840-BLK-64/4,000350824172165614,1655,,done daily.bad unit tdk segel,,HO-20260528-3767F,754,TG3566416864.mp4,done,Krisna Maulana,Success,2026-05-28 10:35:36,
,,4177255615,TG3567098260,X6887-TNM-256/8,000357059530824296,1655,,done satu.bad unit tdk segel,,HO-20260529-02306,185,TG3567098260.mp4,done,Kholis,Success,2026-05-29 13:44:01,
,,4177259491,TG3561030473,X1302-GRY-256/8,000359768172085705,1655,,done satu.box rusak,,HO-20260602-A247C,208,p TG3561030473.mp4,done,Kholis,Success,2026-06-02 10:30:10,
,,4177252542,TG3563425064,X1302-GRY-256/8,000359768172097437,1655,,done satu.box rusak,,HO-20260528-3767F,1046,P TG3563425064.mp4,done,Lukman Hakim,Success,2026-05-28 15:52:45,
,,4177227123,TG3561589444,X1302-GRY-256/8,000359768172089293,1655,,done satu.box rusak,,HO-20260513-70382,406,P TG3561589444.mp4,done,Lukman Hakim,Success,2026-05-13 14:22:27,
,,4177234003,JX9402525475,X6879-BLU-256/8,000358541740625521,1655,,done SATU.isi batu,,HO-20260518-8EBCA,289,p JX9402525475.mp4,done,Lukman Hakim,Success,2026-05-18 10:58:52,
,,4177243002,JX9469241610,X6878-ORG-256/8,000358731150126322,1655,,done satu.isi baju & bayclin,,HO-20260523-1232B,47,p JX9469241610.mp4,done,Krisna Maulana,Success,2026-05-23 10:46:26,
,,4177251715,TG3564525962,X6840-TNM-64/4,000350824173719567,1655,,done satu.isi sabun,,HO-20260528-3767F,426,D06_20260528141708.mp4,done,Nando,Success,2026-05-28 14:16:57,
,,4177258071,TG3568419563,X1302-GRY-256/8,000359768172105388,1655,,done satu.box rusak,,HO-20260530-BDFC4,256,D03_20260530133042.mp4,done,Lukman Hakim,Success,2026-05-30 13:30:24,
,,4177261939,TG3568960677,X1302-GRY-256/8,000359768172082074,1655,,done satu.box rusak,,HO-20260602-A247C,244,D02_20260602101643.mp4,done,Krisna Maulana,Success,2026-06-02 10:16:32,
,,4177230739,TG3561022250,X1302-GRY-256/8,000359768172083932,1655,,done satu.box rusak,,HO-20260515-75266,239,D06_20260515142929.mp4,done,Nando,Success,2026-05-15 14:29:16,
,,4177242217,JX9452933146,X6887-GRN-256/8,000357059530149439,1655,,done satu.isi sampah,,HO-20260522-7DC2F,149,D01_20260522141626.mp4,done,Amirulloh,Success,2026-05-22 14:16:18,
,,4177260602,TG3563650378,X1302-GRY-256/8,000359768172023904,1655,,done daily. box rusak,,HO-20260602-A247C,201,p TG3563650378.mp4,done,Kholis,Success,2026-06-02 10:51:41,
,,4177268429,TG3564677174,X6840-BLK-256/4,000350824174063627,1655,,done satu.box rusak,,HO-20260606-4338B,64,p TG3564677174.mp4,done,Kholis,Success,2026-06-06 11:15:23,
,,4177249804,JX9490450286,X1302-GRY-256/8,000359768172063967,1655,,done satu. box rusak,,HO-20260526-01F1F,382,p JX9490450286.mp4,done,Amirulloh,Success,2026-05-26 15:02:55,
,,4177238903,JX9438370165,X6840-TNM-256/4,000350824174218445,1655,,done satu.isi penyangga hp,,HO-20260520-355B3,129,p JX9438370165.mp4,done,Kholis,Success,2026-05-20 11:45:50,
,,4177231443,JX9398674275,X6840-BLK-128/4,000350824174328582,1655,,done satu.isi batu,,HO-20260516-CA025,4,p JX9398674275.mp4,done,Nando,Success,2026-05-16 09:44:40,
,,4177266646,TG3562884277,X1102-GRY-256/8,000356884180826213,1655,,done satu.buku catatan dan parfum,,HO-20260605-F1927,219,p TG3562884277.mp4,done,Lukman Hakim,Success,2026-06-05 13:17:30,
,ID2684680506749,4177255328,SPXID066445840865,PBAC0000ID,000356905280265273,1655,,done satu. tidak segel,,HO-20260529-AD2AD,4,PA SPXID066445840865.mp4,done,Lukman Hakim,Success,2026-05-29 13:38:35,
,,4177268824,CM10711702261,PB9Y0010ID,000356874550611519,1655,,done satu. tidak segel,,HO-20260606-4338B,160, PA CM10711702261.mp4,done,Krisna Maulana,Success,2026-06-06 13:25:12,
,,4177269022,TG3566317878,X1102B-BLU-128/4,000351576180862405,1655,,done satu. box rusak,,HO-20260606-4338B,302,PA TG3566317878.mp4,done,Kholis,Success,2026-06-06 10:58:01,
,,4177252648,JX9502875138,X6887-BLK-256/8,000357059530166888,1655,,done satu.isi hp rusak,,HO-20260528-0F1D1,43,PA JX9502875138.mp4,done,Lukman Hakim,Success,2026-05-28 10:13:06,
,,4177253071,JX9504596542,X6840-BLK-256/4,000350824174060995,1655,,done satu.isi batu,,HO-20260528-0F1D1,88,PA JX9504596542.mp4,done,Lukman Hakim,Success,2026-05-28 08:16:32,
,,4177252813,JX9503646932,X6887-BLK-256/8,000357059530166482,1655,,done satu.isi hp rusak,,HO-20260528-0F1D1,2,PA JX9503646932.mp4,done,Lukman Hakim,Success,2026-05-28 10:28:41,
,,4177246605,JX9484619857,PB9Y0008ID,000356874550868259,1655,,done daily.box rusak,,HO-20260525-5BD92,37,PA JX9484619857.mp4,done,Krisna Maulana,Success,2026-06-11 17:20:14,
,,4177268629,JX9598864693,PBAC0000ID,000356905280340613,1655,,"done satu, tidak segel",,HO-20260606-D3932,89,PA JX9598864693.mp4,done,Nando,Success,2026-06-06 09:29:49,
,,4177255403,TG3560666469,X6840-BLK-128/4,000355085171436407,1655,,done satu.isi tisu & batu,,HO-20260529-02306,95,PA TG3560666469.mp4,done,Lukman Hakim,Success,2026-05-29 09:42:37,
,,4177253946,TG3563656267,X6840-TNM-128/4,000355085170402855,1655,,done satu.satelite receiver,,HO-20260528-3767F,418,PA TG3563656267.mp4,done,Nando,Success,2026-05-28 13:30:34,
,,4177253423,JX9500435351,X6840-BLK-64/4,000355085171774096,1655,,done satu.kosmetik,,HO-20260528-0F1D1,161,PA JX9500435351.mp4,done,Kholis,Success,2026-05-28 11:21:49,
6/15/2026,,4177263409,JX9560948449,X6840-BLU-64/4,000355085171269287,1655,,done submit.User menerima powerbank,,HO-20260603-18A86,129,4177263409 JX9560948449,done,Krisna Maulana,Success,2026-06-15 14:23:00,
6/15/2026,JX4517315155,4177272178,TG3562759676,XDC33-PNK,,1653,TG3562759676.mp4,"done satu, tidak segel",,HO-20260608-58E03,,,done,Admin Satria,Success,2026-06-08 17:01:23,
6/15/2026,JX4510004359,4177272626,JX9627021596,X1201 KEYBOARD,,1653,JX9627021596 Unboxing.mp4,"done satu, tidak segel",,HO-20260608-70C2D,,,done,Reza,Success,2026-06-08 16:51:54,
6/15/2026,JX4518382760,4177266024,TG3565795070,X1201 KEYBOARD,,1653,TG3565795070 Unboxing.mp4,"done satu, tidak segel",,HO-20260604-98B48,,,done,Admin Satria,Success,2026-06-04 13:18:24,
6/15/2026,JX4517494060,4177260592,TG3561809066,XW4L-BLU,,1653,TG3561809066 Unboxing.mp4,"done satu, tidak segel",,HO-20260603-4B05D,,,done,Admin Satria,Success,2026-06-02 19:04:07,
6/15/2026,,4177260329,TG3562810376,X1302-GRY-256/8,000359768172104290,1655,TG3562810376 Unboxing.mp4,done satu.box rusak,,HO-20260602-A247C,205,TG3562810376 Packing.mp4,done,Kholis,Success,2026-06-02 10:41:29,
6/15/2026,,4177261975,JX9551648520,X6876-BLU-256/8,000351071950506689,1655,JX9551648520 Unboxing.mp4,done .MCB bekas,,HO-20260602-C3181,56,JX9551648520 Packing.mp4,done,Birul,Success,2026-06-02 14:23:15,
6/15/2026,,4177274456,TG3563940887,X6878-TNM-256/8,000358731150340121,1655,TG3563940887 Unboxing.mp4,done satu.isi air mineral,,HO-20260610-90F16,33,TG3563940887 Packing.mp4,done,Lukman Hakim,Success,2026-06-10 11:18:22,
6/15/2026,,4177260399,TG3561409265,X6878-TNM-256/8,000358731151601976,1655,TG3561409265 Unboxing.mp4,done satu.isi kosmetik,,HO-20260602-A247C,198,TG3561409265 Packing.mp4,done,Krisna Maulana,Success,2026-06-02 15:58:04,
6/15/2026,,4177235080,JX9415127425,X6887-GRN-256/8,000357059530411094,1655,JX9415127425 Unboxing.mp4,"done satu, tidak segel",,HO-20260518-8EBCA,11,JX9415127425 Packing.mp4,done,Nando,Success,2026-05-18 13:27:15,
6/15/2026,JX4515874053,4177268936,TG3568586772,XW5P-GRY,,1653,,done daily,,HO-20260606-5D887,,,done,Aditya Pujadi,Success,2026-06-06 10:44:02,
6/17/2026,,4177261020,TG3565770479,X6879-BWN-256/8,000358541740459731,1655,,done satu,,HO-20260602-A247C,180,,done,Krisna Maulana,Success,2026-06-02 15:54:04,
6/17/2026,,4177277109,TG3564714789,X6840-BLU-256/4,000355085170949764,1655,,done satu,,HO-20260612-1FC0E,9,,done,Lukman Hakim,Success,2026-06-12 13:56:47,
6/17/2026,,4177259964,TG3563810073,X6840-TNM-128/4,000355085170566071,1655,,done satu,,HO-20260602-D884B,126,,done,Kholis,Success,2026-06-02 16:42:36,
6/17/2026,,4177260601,TG3562450478,X6840-TNM-128/4,000355085170678470,1655,,done satu,,HO-20260602-D884B,108,,done,Kholis,Success,2026-06-02 17:35:25,
6/17/2026,,4177274369,JX9642083713,X6840-BLK-64/4,000355085171262290,1655,,done satu,,HO-20260610-4AF15,40,,done,Hery,Success,2026-06-10 10:17:35,
6/17/2026,,4177269186,JX9609938246,X6879-BLK-256/8,000358541740478137,1655,,done satu,,HO-20260606-D3932,109,,done,Hery,Success,2026-06-06 14:10:51,
6/17/2026,,4177269889,JX9609455297,X6840-BLK-256/4,000350824174166230,1655,,done satu,,HO-20260608-40E8D,146,,done,Kholis,Success,2026-06-08 10:23:30,
6/17/2026,,4177263642,JX9567502659,X6878-BLU-256/8,000358731151585666,1655,,done satu,,HO-20260603-18A86,1,,done,Krisna Maulana,Success,2026-06-03 14:06:34,
6/17/2026,,4177259467,TG3569289361,X1302-GRY-256/8,000359768172081472,1655,,"done satu, box rusak",,HO-20260602-A247C,209,,done,Kholis,Success,2026-06-02 10:26:13,
6/17/2026,TG3561143975,4177252242,TG3565716964,XW5P-GRY,,1653,,done satu,,HO-20260529-9D7A3,,,done,Aditya Pujadi,Success,2026-05-28 17:47:56,
6/17/2026,JX4519826655,4177265380,TG3568583275,XW5P-CHM,,1653,,done satu,,HO-20260604-98B48,,,done,Aditya Pujadi,Success,2026-06-04 13:13:09,
6/17/2026,JX4511136454,4177275042,TG3568113380,XW5P-CHM,,1653,,done satu,,HO-20260611-91B7E,,,done,Admin Satria,Success,2026-06-11 13:24:22,
6/18/2026,,4177277991,TG3561995283,X6895-BLK-128/4,000358103260124326,1655,,done satu.isi sabun mandi,,HO-20260613-EA923,,,done,Nando,Success,2026-06-13 10:48:32,
6/18/2026,,4177272951,JX9633163602,X6895B-BLK-128/6,000350965281982017,1655,,done satu.tidak segel,,HO-20260609-C68D9,,,done,Kholis,Success,2026-06-09 11:14:30,
6/19/2026,,4177279590,JX9681701619,X6840-TNM-256/4,000350824174149442,1655,,done satu.isi genteng,,HO-20260615-AC5A3,198,,done,Lukman Hakim,Success,2026-06-15 09:10:39,
6/19/2026,JX4513596259,4177269766,TG3561527671,X6878-BLU-256/8,000358731151802095,1655,,done satu.tidak segel,,HO-20260608-38F81,115,,done,Lukman Hakim,Success,2026-06-08 14:24:53,
6/19/2026,JX4511927054,4177277068,TG3567534288,XW5P-CHM,,1653,,done submit.pn beda warna xw5p-grey,,HO-20260612-99CF1,,,done,Reza,Success,2026-06-12 13:45:57,reject SO Retur
6/20/2026,,4177281363,TG3560147881,X6840-BLK-64/4,000355085171438221,1655,,done submit.user klaim box yang diterima rusak,,HO-20260617-F360D,270,packing TG3560147881.mp4,done,Lukman Hakim,Success,2026-06-17 15:14:36,
6/20/2026,TG3566191792,4177280902,TG3560357387,XP06PRO-SLV,,1653,,done satu.isi kabel cas rusak,YES,HO-20260615-2E850,,,done,Reza,Success,2026-06-15 15:23:08,
6/20/2026,JX4512076759,4177265048,TG3564603173,XW5P-CHM,,1653,,done satu.isi jam rusak,YES,HO-20260603-4B05D,,,done,Aditya Pujadi,Success,2026-06-03 16:13:43,
6/20/2026,,4177282464,TG3567538688,X6840-BLK-128/4,000350991272094562,1655,,done satu.isi batu bata,,HO-20260617-F360D,148,,done,Kholis,Success,2026-06-17 13:12:31,
6/20/2026,,4177276159,TG3563402188,X1102B-BLU-128/4,000351576181431648,1655,,done satu.box rusak,,HO-20260612-1FC0E,134,,done,Lukman Hakim,Success,2026-06-12 10:33:08,
6/20/2026,,4177272059,JX9615874389,X6878-BLU-256/8,000358731151853643,1655,,done satu.susu ostofit,YES,HO-20260608-40E8D,180,,done,Kholis,Success,2026-06-08 11:09:17,
6/20/2026,,4177269706,JX9603637684,X6878-BWN-256/8,000358731151771746,1655,,"done satu.tidak segel, aksesoris beda",YES,HO-20260608-40E8D,217,,done,Hery,Success,2026-06-08 10:42:00,
6/22/2026,,4177282184,TG3565547686,X1201-GRY-128/8,000353587830403944,1655,,done submit.user menerima paket isi sampah,,HO-20260617-F360D,322,packing TG3565547686.mp4,done,Lukman Hakim,Success,2026-06-17 11:11:16,
6/22/2026,,4177287027,TG3563961692,X6840-ORG-128/4,000350824172434382,1655,,done submit.user pesan warna titanium yang diterima warna orange,,HO-20260620-0D0D4,27,Packing TG3563961692.mp4,done,Nando,Success,2026-06-20 10:52:27,
6/22/2026,RTBDJ26007438251,4177279021,TG3569545980,X6840-BLU-256/4,000355085171143128,1655,unboxing TG3569545980.mp4,done sumit. tidak segel,,HO-20260615-7E76C,181,packing TG3569545980.mp4,done,Nando,Success,2026-06-15 11:21:21,
6/22/2026,,Tidak ditemukan,JX7696453836,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,unboxing JX7696453836.mp4,done submit. isi snack flimty,,Tidak ditemukan,206,packing JX7696453836.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
6/22/2026,TG3567220397,4177280805,TG3563286581,X6895B-SLV-128/6,000350965281857359,1655,unboxing TG3563286581.mp4,done submit. ada indikasi sudah digunakan,,HO-20260615-7E76C,312,packing TG3563286581.mp4,done,Lukman Hakim,Success,2026-06-15 14:29:44,
6/22/2026,RTBDJ26007427113,4177267475,TG3566896478,X6840-BLK-128/4,000350824174270271,1655,unboxing TG3566896478.mp4,done submit. diterima SN tdk sesuai,,HO-20260515-F1927,27,packing TG3566896478.mp4,done,Lukman Hakim,Success,2026-05-05 13:34:38,
6/22/2026,JX4518389159,4177284203,JX9718684544,XW5GT-SLV,,1653,unboxing JX9718684544.mp4,tidak segel,,HO-20260618-BECE9,,,done,Aditya Pujadi,Success,2026-06-18 11:14:55,
6/22/2026,JX4510529052,4177261444,TG3567611670,XW5P-CHM,,1653,unboxing TG3567611670.mp4,tidak segel,,HO-20260603-4B05D,,,done,Admin Satria,Success,2026-06-02 19:45:02,
6/22/2026,JX4510707557,4177277244,TG3565375681,XW4L-BLU,,1653,unboxing TG3565375681.mp4,box rusak,,HO-20260613-EF3D4,,,done,Admin Satria,Success,2026-06-13 10:51:11,
6/22/2026,JX4514089957,4177279587,TG3562125784,X1102B-PRP-128/4,000351576180615340,1655,unboxing TG3562125784.mp4,"done satu, tidak segel",,HO-20260615-7E76C,357,packing TG3562125784.mp4,done,Lukman Hakim,Success,2026-06-15 11:29:28,
